"web";"internonquant";"interquant";"insectorder";"insectfamily";"insectgenus";"insectspecies";"plantorder";"plantfamily";"plantgenus";"plantspecies";"id_network";"id_network_aggreg"
"Baldock2019_Bristol";1;"3";"Diptera";"Anthomyiidae";"Adia";"cinerella";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"19";"Diptera";"Scatopsidae";"Anapausis";"soluta";"Asterales";"Asteraceae";"Cirsium";"arvense";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Scatopsidae";"Anapausis";"soluta";"Caryophyllales";"Polygonaceae";"Rheum";"x_rhabarbarum";445;235
"Baldock2019_Bristol";1;"1";"Coleoptera";"Scraptiidae";"Anaspis";"maculata";"Lamiales";"Oleaceae";"Ligustrum";"vulgare";445;235
"Baldock2019_Bristol";1;"9";"Coleoptera";"Scraptiidae";"Anaspis";"pulicaria";"Rosales";"Rosaceae";"Rubus";"fruticosus_agg";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Vespidae";"Ancistrocerus";"gazella";"Ericales";"Ericaceae";"Erica";"cinerea";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"bicolor";"Sapindales";"Rutaceae";"Choisya";"ternata";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"bicolor";"Rosales";"Rosaceae";"Fragaria";"ananassa";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"bicolor";"Asterales";"Asteraceae";"Taraxacum";"sp._agg";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"cineraria";"Brassicales";"Brassicaceae";"Erysimum";"cheiri";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"flavipes";"Rosales";"Rosaceae";"Cotoneaster";"salicifolius_agg";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"haemorrhoa";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"haemorrhoa";"Asterales";"Asteraceae";"Taraxacum";"sp._agg";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"minutula";"Brassicales";"Brassicaceae";"Brassicaceae";"sp.";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"minutula";"Asterales";"Asteraceae";"Matricaria";"recutita";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"minutula";"Boraginales";"Boraginaceae";"Pentaglottis";"sempervirens";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"minutula";"Asterales";"Asteraceae";"Taraxacum";"sp._agg";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"nitida";"Asterales";"Asteraceae";"Crepis";"vesicaria";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"nitida";"Asterales";"Asteraceae";"Taraxacum";"sp._agg";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"semilaevis";"Malpighiales";"Euphorbiaceae";"Euphorbia";"cyparissias";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"wilkella";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Anthomyiidae";"Anthomyia";"liturata";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Coleoptera";"Curculionidae";"Anthonomus";"rubi";"Rosales";"Rosaceae";"Fragaria";"ananassa";445;235
"Baldock2019_Bristol";1;"1";"Coleoptera";"Curculionidae";"Anthonomus";"rubi";"Asterales";"Asteraceae";"Scorzoneroides";"autumnalis";445;235
"Baldock2019_Bristol";1;"2";"Coleoptera";"Curculionidae";"Anthonomus";"rubi";"Asterales";"Asteraceae";"Tanacetum";"parthenium";445;235
"Baldock2019_Bristol";1;"1";"Lepidoptera";"Choreutidae";"Anthophila";"fabriciana";"Asterales";"Asteraceae";"Senecio";"jacobaea";445;235
"Baldock2019_Bristol";1;"8";"Coleoptera";"Dermestidae";"Anthrenus";"verbasci";"Caryophyllales";"Polygonaceae";"Rheum";"x_rhabarbarum";445;235
"Baldock2019_Bristol";1;"1";"Lepidoptera";"Nymphalidae";"Aphantopus";"hyperantus";"Asterales";"Asteraceae";"Senecio";"erucifolius";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Apis";"mellifera";"Ranunculales";"Berberidaceae";"Berberis";"gagnepainii_julianae";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Apis";"mellifera";"Boraginales";"Boraginaceae";"Borago";"officinalis";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Brassicales";"Brassicaceae";"Brassica";"oleracea";445;235
"Baldock2019_Bristol";1;"4";"Hymenoptera";"Apidae";"Apis";"mellifera";"Lamiales";"Scrophulariaceae";"Buddleja";"davidii";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Caryophyllales";"Plumbaginaceae";"Ceratostigma";"plumbaginoides";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Apis";"mellifera";"Malvales";"Cistaceae";"Cistus";"sp.";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Asterales";"Asteraceae";"Cosmos";"bipinnatus";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Rosales";"Rosaceae";"Cotoneaster";"salicifolius_agg";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Apis";"mellifera";"Asparagales";"Iridaceae";"Crocosmia";"x_crocosmiiflora";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Brassicales";"Brassicaceae";"Diplotaxis";"muralis";445;235
"Baldock2019_Bristol";1;"4";"Hymenoptera";"Apidae";"Apis";"mellifera";"Dipsacales";"Dipsacaceae";"Dipsacus";"fullonum";445;235
"Baldock2019_Bristol";1;"16";"Hymenoptera";"Apidae";"Apis";"mellifera";"Ericales";"Ericaceae";"Erica";"cinerea";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Malpighiales";"Euphorbiaceae";"Euphorbia";"peplus";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Rosales";"Rosaceae";"Fragaria";"ananassa";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Apis";"mellifera";"Myrtales";"Onagraceae";"Fuchsia";"sp.";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Geraniales";"Geraniaceae";"Geranium";"endressii_and_hybrids";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Geraniales";"Geraniaceae";"Geranium";"sp._ornamental";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Apis";"mellifera";"Asparagales";"Iridaceae";"Gladiolus";"x_hortulanus";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Apiales";"Araliaceae";"Hedera";"helix";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Asterales";"Asteraceae";"Helenium";"autumnale_and_hybrids";445;235
"Baldock2019_Bristol";1;"5";"Hymenoptera";"Apidae";"Apis";"mellifera";"Asterales";"Asteraceae";"Hypochaeris";"radicata";445;235
"Baldock2019_Bristol";1;"13";"Hymenoptera";"Apidae";"Apis";"mellifera";"Lamiales";"Lamiaceae";"Lavandula";"angustifolia_latifolia_and_hybrid";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Brassicales";"Limnanthaceae";"Limnanthes";"douglasii";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Brassicales";"Brassicaceae";"Lobularia";"maritima";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Apis";"mellifera";"Dipsacales";"Caprifoliaceae";"Lonicera";"japonica";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Apis";"mellifera";"Malvales";"Malvaceae";"Malva";"x_clementii";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Boraginales";"Boraginaceae";"Myosotis";"sylvatica";445;235
"Baldock2019_Bristol";1;"33";"Hymenoptera";"Apidae";"Apis";"mellifera";"Myrtales";"Myrtaceae";"Myrtus";"communis";445;235
"Baldock2019_Bristol";1;"9";"Hymenoptera";"Apidae";"Apis";"mellifera";"Lamiales";"Lamiaceae";"Origanum";"vulgare";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Ranunculales";"Papaveraceae";"Papaver";"rhoeas";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Lamiales";"Lamiaceae";"Prunella";"vulgaris";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Lamiales";"Lamiaceae";"Rosmarinus";"officinalis";445;235
"Baldock2019_Bristol";1;"10";"Hymenoptera";"Apidae";"Apis";"mellifera";"Rosales";"Rosaceae";"Rubus";"fruticosus_agg";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Lamiales";"Lamiaceae";"Salvia";"nemorosa";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Saxifragales";"Saxifragaceae";"Saxifraga";"x_urbium";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Apis";"mellifera";"Asterales";"Asteraceae";"Scorzoneroides";"autumnalis";445;235
"Baldock2019_Bristol";1;"13";"Hymenoptera";"Apidae";"Apis";"mellifera";"Saxifragales";"Crassulaceae";"Sedum";"telephium";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Asterales";"Asteraceae";"Senecio";"jacobaea";445;235
"Baldock2019_Bristol";1;"4";"Hymenoptera";"Apidae";"Apis";"mellifera";"Dipsacales";"Caprifoliaceae";"Succisa";"pratensis";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Dipsacales";"Caprifoliaceae";"Symphoricarpos";"albus";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Boraginales";"Boraginaceae";"Symphytum";"officinale";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Apis";"mellifera";"Asterales";"Asteraceae";"Taraxacum";"sp._agg";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Apis";"mellifera";"Fabales";"Fabaceae";"Trifolium";"repens";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Lamiales";"Plantaginaceae";"Veronica";"longifolia";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Lamiales";"Plantaginaceae";"Veronica";"sp._subgenus_Pseudoveronica";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Fabales";"Fabaceae";"Wisteria";"sp.";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Tenthredinidae";"Athalia";"sp.";"Geraniales";"Geraniaceae";"Geranium";"robertianum";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Stratiomyidae";"Beris";"morrisii";"Rosales";"Rosaceae";"Rosa";"arvensis";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Lamiales";"Scrophulariaceae";"Buddleja";"davidii";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Solanales";"Convolvulaceae";"Calystegia";"silvatica";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Brassicales";"Brassicaceae";"Erysimum";"sp.";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Apiales";"Apiaceae";"Foeniculum";"vulgare";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Asparagales";"Asparagaceae";"Hyacinthoides";"non_scripta_hispanica_and_hybrids";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Dipsacales";"Caprifoliaceae";"Lonicera";"japonica";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Fabales";"Fabaceae";"Phaseolus";"coccineus";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Caryophyllales";"Caryophyllaceae";"Silene";"dioica_latifolia_and_hybrid";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Fabales";"Fabaceae";"Trifolium";"pratense";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hypnorum";"Rosales";"Rhamnaceae";"Ceanothus";"sp.";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hypnorum";"Rosales";"Rosaceae";"Fragaria";"ananassa";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hypnorum";"Rosales";"Rosaceae";"Geum";"urbanum";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hypnorum";"Rosales";"Rosaceae";"Rubus";"fruticosus_agg";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"hypnorum";"Rosales";"Rosaceae";"Rubus";"idaeus";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hypnorum";"Saxifragales";"Saxifragaceae";"Saxifraga";"x_urbium";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"hypnorum";"Rosales";"Rosaceae";"Spiraea";"sp.";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Asterales";"Asteraceae";"Calendula";"officinalis";445;235
"Baldock2019_Bristol";1;"4";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Asterales";"Asteraceae";"Centaurea";"cyanus";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Asterales";"Asteraceae";"Crepis";"capillaris";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Dipsacales";"Dipsacaceae";"Dipsacus";"fullonum";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Asterales";"Asteraceae";"Echinops";"ritro";445;235
"Baldock2019_Bristol";1;"4";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Ericales";"Ericaceae";"Erica";"cinerea";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Asterales";"Asteraceae";"Helenium";"autumnale_and_hybrids";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Asterales";"Asteraceae";"Hypochaeris";"radicata";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Dipsacales";"Dipsacaceae";"Knautia";"macedonica";445;235
"Baldock2019_Bristol";1;"10";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Lamiales";"Lamiaceae";"Lavandula";"angustifolia_latifolia_and_hybrid";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Malvales";"Malvaceae";"Malva";"sylvestris";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Boraginales";"Boraginaceae";"Phacelia";"tanacetifolia";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Ranunculales";"Ranunculaceae";"Ranunculus";"repens";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Asterales";"Asteraceae";"Scorzoneroides";"autumnalis";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Fabales";"Fabaceae";"Trifolium";"pratense";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Fabales";"Fabaceae";"Trifolium";"repens";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Asparagales";"Amaryllidaceae";"Allium";"ampeloprasum";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Lamiales";"Scrophulariaceae";"Buddleja";"davidii";445;235
"Baldock2019_Bristol";1;"4";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Ericales";"Ericaceae";"Erica";"cinerea";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Lamiales";"Lamiaceae";"Lavandula";"angustifolia_latifolia_and_hybrid";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Ranunculales";"Papaveraceae";"Meconopsis";"cambrica";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Lamiales";"Lamiaceae";"Origanum";"vulgare";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Ranunculales";"Ranunculaceae";"Ranunculus";"repens";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Rosales";"Rosaceae";"Rubus";"fruticosus_agg";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Asterales";"Asteraceae";"Solidago";"canadensis";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Fabales";"Fabaceae";"Trifolium";"repens";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Acanthaceae";"Acanthus";"mollis";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Plantaginaceae";"Antirrhinum";"majus";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Boraginales";"Boraginaceae";"Borago";"officinalis";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Brassicales";"Brassicaceae";"Brassica";"oleracea";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Scrophulariaceae";"Buddleja";"davidii";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Solanales";"Convolvulaceae";"Calystegia";"sepium";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Solanales";"Convolvulaceae";"Calystegia";"silvatica";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Asterales";"Asteraceae";"Centaurea";"montana";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Asterales";"Asteraceae";"Cirsium";"vulgare";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Plantaginaceae";"Digitalis";"purpurea";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Dipsacales";"Dipsacaceae";"Dipsacus";"fullonum";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Asterales";"Asteraceae";"Echinops";"ritro";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Geraniales";"Geraniaceae";"Geranium";"nodosum";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Geraniales";"Geraniaceae";"Geranium";"sp._ornamental";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Dipsacales";"Dipsacaceae";"Knautia";"macedonica";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Lamiaceae";"Lamiastrum";"galeobdolon";445;235
"Baldock2019_Bristol";1;"6";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Lamiaceae";"Lamium";"album";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Fabales";"Fabaceae";"Lathyrus";"pratensis";445;235
"Baldock2019_Bristol";1;"22";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Lamiaceae";"Lavandula";"angustifolia_latifolia_and_hybrid";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Dipsacales";"Caprifoliaceae";"Leycesteria";"formosa";445;235
"Baldock2019_Bristol";1;"6";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Plantaginaceae";"Linaria";"purpurea";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Dipsacales";"Caprifoliaceae";"Lonicera";"japonica";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Myrtales";"Lythraceae";"Lythrum";"salicaria";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Lamiaceae";"Nepeta";"cataria";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Lamiaceae";"Origanum";"vulgare";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Plantaginaceae";"Penstemon";"sp.";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Boraginales";"Boraginaceae";"Phacelia";"tanacetifolia";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Fabales";"Fabaceae";"Phaseolus";"coccineus";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Rosales";"Rosaceae";"Rubus";"fruticosus_agg";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Rosales";"Rosaceae";"Rubus";"idaeus";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Asterales";"Asteraceae";"Scorzoneroides";"autumnalis";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Saxifragales";"Crassulaceae";"Sedum";"telephium";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Asterales";"Asteraceae";"Senecio";"jacobaea";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Lamiaceae";"Stachys";"byzantina";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Lamiaceae";"Stachys";"sylvatica";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Dipsacales";"Caprifoliaceae";"Succisa";"pratensis";445;235
"Baldock2019_Bristol";1;"22";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Boraginales";"Boraginaceae";"Symphytum";"officinale";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Asterales";"Asteraceae";"Taraxacum";"sp._agg";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Fabales";"Fabaceae";"Trifolium";"pratense";445;235
"Baldock2019_Bristol";1;"6";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Fabales";"Fabaceae";"Trifolium";"repens";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Brassicales";"Tropaeolaceae";"Tropaeolum";"majus";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Fabales";"Fabaceae";"Vicia";"faba";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Fabales";"Fabaceae";"Vicia";"sativa";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Fabales";"Fabaceae";"Vicia";"sepium";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Ranunculales";"Berberidaceae";"Berberis";"gagnepainii_julianae";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Boraginales";"Boraginaceae";"Borago";"officinalis";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Rosales";"Rhamnaceae";"Ceanothus";"sp.";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Asterales";"Asteraceae";"Cirsium";"arvense";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Asterales";"Asteraceae";"Cosmos";"bipinnatus";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Rosales";"Rosaceae";"Fragaria";"ananassa";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Lamiales";"Lamiaceae";"Lavandula";"angustifolia_latifolia_and_hybrid";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Lamiales";"Lamiaceae";"Origanum";"vulgare";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Lamiales";"Plantaginaceae";"Penstemon";"sp.";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Ericales";"Ericaceae";"Rhododendron";"sp.";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Rosales";"Rosaceae";"Rubus";"fruticosus_agg";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Rosales";"Rosaceae";"Rubus";"idaeus";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Apidae";"Bombus";"pratorum";"Saxifragales";"Saxifragaceae";"Saxifraga";"x_urbium";445;235
"Baldock2019_Bristol";1;"3";"Hymenoptera";"Apidae";"Bombus";"terrestris";"Asparagales";"Amaryllidaceae";"Allium";"ampeloprasum";445;235
