"web";"internonquant";"interquant";"insectorder";"insectfamily";"insectgenus";"insectspecies";"plantorder";"plantfamily";"plantgenus";"plantspecies";"id_network";"id_network_aggreg"
"Baldock2019_Bristol";1;"3";"Diptera";"Tachinidae";"Phania";"funesta";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Muscidae";"Phaonia";"angelicae";"Asterales";"Asteraceae";"Taraxacum";"sp._agg";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Tachinidae";"Phasia";"obesa";"Apiales";"Apiaceae";"Heracleum";"sphondylium";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Sciomyzidae";"Pherbellia";"cinerella";"Asterales";"Asteraceae";"Cirsium";"arvense";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Phoridae";"Phoridae";"sp.";"Asparagales";"Amaryllidaceae";"Allium";"ursinum";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Phoridae";"Phoridae";"sp.";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Coleoptera";"Staphylinidae";"Phyllodrepa";"floralis";"Rosales";"Rosaceae";"Malus";"pumila";445;235
"Baldock2019_Bristol";1;"1";"Lepidoptera";"Pieridae";"Pieris";"rapae";"Brassicales";"Brassicaceae";"Raphanus";"sativus";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Pipizella";"viduata";"Brassicales";"Brassicaceae";"Capsella";"bursa_pastoris";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Pipizella";"viduata";"Rosales";"Rosaceae";"Geum";"urbanum";445;235
"Baldock2019_Bristol";1;"2";"Diptera";"Syrphidae";"Pipizella";"viduata";"Ranunculales";"Ranunculaceae";"Ranunculus";"repens";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Platycheirus";"albimanus";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Platycheirus";"albimanus";"Asterales";"Asteraceae";"Calendula";"officinalis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Platycheirus";"albimanus";"Asterales";"Campanulaceae";"Campanula";"portenschlagiana";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Platycheirus";"albimanus";"Solanales";"Convolvulaceae";"Convolvulus";"arvensis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Platycheirus";"albimanus";"Asterales";"Asteraceae";"Crepis";"capillaris";445;235
"Baldock2019_Bristol";1;"3";"Diptera";"Syrphidae";"Platycheirus";"albimanus";"Geraniales";"Geraniaceae";"Geranium";"robertianum";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Platycheirus";"albimanus";"Asterales";"Campanulaceae";"Lobelia";"erinus";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Platycheirus";"albimanus";"Rosales";"Rosaceae";"Potentilla";"reptans";445;235
"Baldock2019_Bristol";1;"3";"Diptera";"Syrphidae";"Platycheirus";"albimanus";"Ranunculales";"Ranunculaceae";"Ranunculus";"repens";445;235
"Baldock2019_Bristol";1;"3";"Diptera";"Syrphidae";"Platycheirus";"albimanus";"Asterales";"Asteraceae";"Scorzoneroides";"autumnalis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Platycheirus";"scutatus";"Myrtales";"Onagraceae";"Circaea";"lutetiana";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Platycheirus";"scutatus";"Ranunculales";"Papaveraceae";"Papaver";"nudicaule";445;235
"Baldock2019_Bristol";1;"1";"Lepidoptera";"Crambidae";"Pleuroptya";"ruralis";"Asterales";"Asteraceae";"Eupatorium";"cannabinum";445;235
"Baldock2019_Bristol";1;"1";"Lepidoptera";"Crambidae";"Pyrausta";"aurata";"Apiales";"Apiaceae";"Conopodium";"majus";445;235
"Baldock2019_Bristol";1;"1";"Lepidoptera";"Crambidae";"Pyrausta";"aurata";"Lamiales";"Lamiaceae";"Mentha";"suaveolens";445;235
"Baldock2019_Bristol";1;"2";"Coleoptera";"Pyrochroidae";"Pyrochroa";"serraticornis";"Brassicales";"Brassicaceae";"Alliaria";"petiolata";445;235
"Baldock2019_Bristol";1;"1";"Lepidoptera";"Nymphalidae";"Pyronia";"tithonus";"Asterales";"Asteraceae";"Cirsium";"arvense";445;235
"Baldock2019_Bristol";1;"1";"Lepidoptera";"Nymphalidae";"Pyronia";"tithonus";"Dipsacales";"Dipsacaceae";"Dipsacus";"fullonum";445;235
"Baldock2019_Bristol";1;"1";"Lepidoptera";"Nymphalidae";"Pyronia";"tithonus";"Asterales";"Asteraceae";"Senecio";"jacobaea";445;235
"Baldock2019_Bristol";1;"81";"Diptera";"Scatopsidae";"Reichertella";"geniculata";"Asterales";"Asteraceae";"Solidago";"canadensis";445;235
"Baldock2019_Bristol";1;"7";"Coleoptera";"Cantharidae";"Rhagonycha";"fulva";"Asterales";"Asteraceae";"Cirsium";"arvense";445;235
"Baldock2019_Bristol";1;"3";"Coleoptera";"Cantharidae";"Rhagonycha";"fulva";"Apiales";"Apiaceae";"Heracleum";"sphondylium";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Empididae";"Rhamphomyia";"albohirta";"Asparagales";"Amaryllidaceae";"Allium";"ursinum";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Rhinophoridae";"Rhinophora";"lepida";"Asterales";"Asteraceae";"Achillea";"filipendulina";445;235
"Baldock2019_Bristol";1;"4";"Diptera";"Rhinophoridae";"Rhinophora";"lepida";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Rhinophoridae";"Rhinophora";"lepida";"Asterales";"Asteraceae";"Gazania";"rigens_and_hybrids";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Rhinophoridae";"Rhinophora";"lepida";"Asterales";"Campanulaceae";"Lobelia";"erinus";445;235
"Baldock2019_Bristol";1;"2";"Diptera";"Rhinophoridae";"Rhinophora";"lepida";"Asterales";"Asteraceae";"Scorzoneroides";"autumnalis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Rhinophoridae";"Rhinophora";"lepida";"Fabales";"Fabaceae";"Wisteria";"sp.";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Lauxaniidae";"Sapromyza";"halidayi";"Solanales";"Convolvulaceae";"Calystegia";"silvatica";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Sarcophagidae";"Sarcophaga";"carnaria";"Lamiales";"Lamiaceae";"Origanum";"vulgare";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Sarcophagidae";"Sarcophaga";"carnaria";"Asterales";"Asteraceae";"Scorzoneroides";"autumnalis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Sarcophagidae";"Sarcophaga";"incisilobata";"Solanales";"Convolvulaceae";"Convolvulus";"arvensis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Sarcophagidae";"Sarcophaga";"nigriventris";"Asterales";"Asteraceae";"Crepis";"capillaris";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Sarcophagidae";"Sarcophaga";"nigriventris";"Cornales";"Hydrangeaceae";"Hydrangea";"macrophylla";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Sarcophagidae";"Sarcophaga";"nigriventris";"Fabales";"Fabaceae";"Pisum";"sativum";445;235
"Baldock2019_Bristol";1;"2";"Diptera";"Sarcophagidae";"Sarcophaga";"nigriventris";"Asterales";"Asteraceae";"Scorzoneroides";"autumnalis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Sarcophagidae";"Sarcophaga";"nigriventris";"Fabales";"Fabaceae";"Trifolium";"pratense";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Sarcophagidae";"Sarcophaga";"nigriventris";"Lamiales";"Plantaginaceae";"Veronica";"persica";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Scaeva";"pyrastri";"Lamiales";"Plantaginaceae";"Veronica";"persica";445;235
"Baldock2019_Bristol";1;"15";"Diptera";"Drosophilidae";"Scaptomyza";"pallida";"Asterales";"Asteraceae";"Dahlia";"x_hortensis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Scathophagidae";"Scathophaga";"furcata";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"4";"Diptera";"Scathophagidae";"Scathophaga";"stercoraria";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Scathophagidae";"Scathophaga";"stercoraria";"Lamiales";"Scrophulariaceae";"Buddleja";"davidii";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Scathophagidae";"Scathophaga";"stercoraria";"Asterales";"Asteraceae";"Cirsium";"arvense";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Scathophagidae";"Scathophaga";"stercoraria";"Apiales";"Apiaceae";"Heracleum";"sphondylium";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Scathophagidae";"Scathophaga";"stercoraria";"Ranunculales";"Ranunculaceae";"Ranunculus";"repens";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Scathophagidae";"Scathophaga";"stercoraria";"Fabales";"Fabaceae";"Trifolium";"repens";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Sciaridae";"Sciaridae";"sp.";"Geraniales";"Geraniaceae";"Geranium";"robertianum";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Sciaridae";"Sciaridae";"sp.";"Rosales";"Rosaceae";"Rubus";"fruticosus_agg";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Sepsidae";"Sepsis";"cynipsea";"Myrtales";"Onagraceae";"Epilobium";"sp.";445;235
"Baldock2019_Bristol";1;"2";"Diptera";"Tachinidae";"Siphona";"geniculata";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Tachinidae";"Siphona";"geniculata";"Ranunculales";"Ranunculaceae";"Ranunculus";"bulbosus";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Tachinidae";"Siphona";"geniculata";"Asterales";"Asteraceae";"Senecio";"jacobaea";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Tachinidae";"Siphona";"geniculata";"Asterales";"Asteraceae";"Taraxacum";"sp._agg";445;235
"Baldock2019_Bristol";1;"3";"Diptera";"Syrphidae";"Sphaerophoria";"sp.";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"2";"Diptera";"Syrphidae";"Sphaerophoria";"sp.";"Asterales";"Asteraceae";"Cirsium";"arvense";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Sphaerophoria";"sp.";"Apiales";"Apiaceae";"Conopodium";"majus";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Sphaerophoria";"sp.";"Asterales";"Asteraceae";"Crepis";"capillaris";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Sphaerophoria";"sp.";"Geraniales";"Geraniaceae";"Geranium";"robertianum";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Sphaerophoria";"sp.";"Lamiales";"Lamiaceae";"Lavandula";"angustifolia_latifolia_and_hybrid";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Sphaerophoria";"sp.";"Fabales";"Fabaceae";"Pisum";"sativum";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Sphaerophoria";"sp.";"Lamiales";"Plantaginaceae";"Plantago";"lanceolata";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Sphaerophoria";"sp.";"Rosales";"Rosaceae";"Potentilla";"reptans";445;235
"Baldock2019_Bristol";1;"2";"Diptera";"Syrphidae";"Sphaerophoria";"sp.";"Ranunculales";"Ranunculaceae";"Ranunculus";"repens";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Sphaerophoria";"sp.";"Lamiales";"Plantaginaceae";"Veronica";"persica";445;235
"Baldock2019_Bristol";1;"2";"Diptera";"Syrphidae";"Sphaerophoria";"sp.";"Lamiales";"Plantaginaceae";"Veronica";"sp._subgenus_Pseudoveronica";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Sphecidae";"Sphecodes";"ephippius";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Sphecidae";"Sphecodes";"monilicornis";"Asterales";"Asteraceae";"Solidago";"canadensis";445;235
"Baldock2019_Bristol";1;"2";"Coleoptera";"Cerambycidae";"Stenurella";"melanura";"Solanales";"Convolvulaceae";"Calystegia";"sepium";445;235
"Baldock2019_Bristol";1;"1";"Coleoptera";"Cerambycidae";"Stenurella";"melanura";"Rosales";"Rosaceae";"Rubus";"fruticosus_agg";445;235
"Baldock2019_Bristol";1;"1";"Coleoptera";"Cerambycidae";"Stenurella";"melanura";"Rosales";"Rosaceae";"Rubus";"loganobaccus";445;235
"Baldock2019_Bristol";1;"1";"Coleoptera";"Cerambycidae";"Stenurella";"melanura";"Fabales";"Fabaceae";"Trifolium";"pratense";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Dolichopodidae";"Sympycnus";"desoutteri";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syritta";"pipiens";"Asterales";"Asteraceae";"Achillea";"filipendulina";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syritta";"pipiens";"Apiales";"Apiaceae";"Anethum";"graveolens";445;235
"Baldock2019_Bristol";1;"2";"Diptera";"Syrphidae";"Syritta";"pipiens";"Apiales";"Apiaceae";"Apiaceae";"sp.";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syritta";"pipiens";"Apiales";"Apiaceae";"Astrantia";"major";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syritta";"pipiens";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syritta";"pipiens";"Apiales";"Apiaceae";"Conopodium";"majus";445;235
"Baldock2019_Bristol";1;"3";"Diptera";"Syrphidae";"Syritta";"pipiens";"Asterales";"Asteraceae";"Crepis";"capillaris";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syritta";"pipiens";"Rosales";"Rosaceae";"Fragaria";"ananassa";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syritta";"pipiens";"Asparagales";"Asparagaceae";"Hosta";"sp.";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syritta";"pipiens";"Asterales";"Asteraceae";"Lapsana";"communis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syritta";"pipiens";"Lamiales";"Oleaceae";"Ligustrum";"vulgare";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syritta";"pipiens";"Rosales";"Rosaceae";"Potentilla";"fruticosa";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syritta";"pipiens";"Asterales";"Asteraceae";"Scorzoneroides";"autumnalis";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syritta";"pipiens";"Lamiales";"Verbenaceae";"Verbena";"bonariensis";445;235
"Baldock2019_Bristol";1;"2";"Diptera";"Syrphidae";"Syritta";"pipiens";"Lamiales";"Plantaginaceae";"Veronica";"persica";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syrphus";"ribesii";"Dipsacales";"Dipsacaceae";"Dipsacus";"fullonum";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syrphus";"ribesii";"Rosales";"Rosaceae";"Rosa";"sp._ornamental";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syrphus";"vitripennis";"Apiales";"Araliaceae";"Hedera";"helix";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Syrphidae";"Syrphus";"vitripennis";"Asterales";"Asteraceae";"Senecio";"erucifolius";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Tenthredinidae";"Tenthredo";"arcuata";"Ranunculales";"Ranunculaceae";"Ranunculus";"acris";445;235
"Baldock2019_Bristol";1;"2";"Hymenoptera";"Tenthredinidae";"Tenthredo";"arcuata";"Ranunculales";"Ranunculaceae";"Ranunculus";"bulbosus";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Chloropidae";"Thaumatomyia";"notata";"Asterales";"Asteraceae";"Tagetes";"patula";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Muscidae";"Thricops";"semicinereus";"Malpighiales";"Violaceae";"Viola";"x_wittrockiana";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Tiphiidae";"Tipula";"vernalis";"Asterales";"Asteraceae";"Bellis";"perennis";445;235
"Baldock2019_Bristol";1;"1";"Hymenoptera";"Vespidae";"Vespula";"vulgaris";"Apiales";"Apiaceae";"Foeniculum";"vulgare";445;235
"Baldock2019_Bristol";1;"1";"Diptera";"Tephritidae";"Xyphosia";"miliaria";"Asterales";"Asteraceae";"Cirsium";"arvense";445;235
"Baldock2019_Bristol";1;"4";"Lepidoptera";"Zygaenidae";"Zygaena";"lonicerae";"Fabales";"Fabaceae";"Vicia";"cracca";445;235
"Baldock2019_Edinburgh";1;"1";"Diptera";"Anthomyiidae";"Adia";"cinerella";"Asterales";"Asteraceae";"Bellis";"perennis";446;236
"Baldock2019_Edinburgh";1;"1";"Coleoptera";"Elateridae";"Agriotes";"pallidulus";"Asparagales";"Amaryllidaceae";"Allium";"ursinum";446;236
"Baldock2019_Edinburgh";1;"1";"Coleoptera";"Scraptiidae";"Anaspis";"regimbarti";"Apiales";"Apiaceae";"Heracleum";"sphondylium";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"bicolor";"Geraniales";"Geraniaceae";"Geranium";"sp._ornamental";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"flavipes";"Asterales";"Asteraceae";"Bellis";"perennis";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Andrenidae";"Andrena";"wilkella";"Asterales";"Asteraceae";"Leucanthemum";"vulgare";446;236
"Baldock2019_Edinburgh";1;"1";"Diptera";"Anthomyiidae";"Anthomyia";"liturata";"Asterales";"Asteraceae";"Bellis";"perennis";446;236
"Baldock2019_Edinburgh";1;"1";"Coleoptera";"Dermestidae";"Anthrenus";"verbasci";"Malvales";"Cistaceae";"Cistus";"sp.";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Asparagales";"Amaryllidaceae";"Allium";"sp.";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Boraginales";"Boraginaceae";"Borago";"officinalis";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Asterales";"Campanulaceae";"Campanula";"persicifolia";446;236
"Baldock2019_Edinburgh";1;"2";"Hymenoptera";"Apidae";"Apis";"mellifera";"Myrtales";"Onagraceae";"Chamerion";"angustifolium";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Rosales";"Rosaceae";"Cotoneaster";"sp.";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Asparagales";"Iridaceae";"Crocosmia";"x_crocosmiiflora";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Ericales";"Balsaminaceae";"Impatiens";"glandulifera";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Lamiales";"Lamiaceae";"Lavandula";"angustifolia_latifolia_and_hybrid";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Brassicales";"Limnanthaceae";"Limnanthes";"douglasii";446;236
"Baldock2019_Edinburgh";1;"2";"Hymenoptera";"Apidae";"Apis";"mellifera";"Malvales";"Malvaceae";"Malva";"sp._Lavatera";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Lamiales";"Lamiaceae";"Rosmarinus";"officinalis";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Rosales";"Rosaceae";"Spiraea";"sp.";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Lamiales";"Lamiaceae";"Teucrium";"scorodonia";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Apis";"mellifera";"Lamiales";"Plantaginaceae";"Veronica";"sp._subgenus_Pseudoveronica";446;236
"Baldock2019_Edinburgh";1;"1";"Diptera";"Bibionidae";"Bibio";"hortulanus";"Asterales";"Asteraceae";"Senecio";"jacobaea";446;236
"Baldock2019_Edinburgh";1;"2";"Diptera";"Bibionidae";"Bibio";"marci";"Asterales";"Asteraceae";"Centaurea";"montana";446;236
"Baldock2019_Edinburgh";1;"2";"Diptera";"Bibionidae";"Bibio";"marci";"Fabales";"Fabaceae";"Ulex";"europaeus";446;236
"Baldock2019_Edinburgh";1;"2";"Diptera";"Hybotidae";"Bicellaria";"vana";"Asterales";"Asteraceae";"Bellis";"perennis";446;236
"Baldock2019_Edinburgh";1;"1";"Diptera";"Hybotidae";"Bicellaria";"vana";"Rosales";"Rosaceae";"Crataegus";"monogyna";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Ranunculales";"Ranunculaceae";"Aconitum";"napellus";446;236
"Baldock2019_Edinburgh";1;"2";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Lamiales";"Plantaginaceae";"Digitalis";"purpurea";446;236
"Baldock2019_Edinburgh";1;"2";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Lamiales";"Lamiaceae";"Nepeta";"x_faassenii";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"hortorum";"Dipsacales";"Caprifoliaceae";"Weigela";"florida";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Asterales";"Asteraceae";"Bellis";"perennis";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Asterales";"Asteraceae";"Brachyglottis";"x_jubar";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Malvales";"Cistaceae";"Cistus";"sp.";446;236
"Baldock2019_Edinburgh";1;"2";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Rosales";"Rosaceae";"Cotoneaster";"sp.";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Geraniales";"Geraniaceae";"Geranium";"sp._ornamental";446;236
"Baldock2019_Edinburgh";1;"2";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Boraginales";"Boraginaceae";"Pentaglottis";"sempervirens";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Saxifragales";"Saxifragaceae";"Philadelphus";"sp.";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Asterales";"Asteraceae";"Taraxacum";"sp._agg";446;236
"Baldock2019_Edinburgh";1;"12";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Fabales";"Fabaceae";"Trifolium";"repens";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lapidarius";"Lamiales";"Plantaginaceae";"Veronica";"sp._subgenus_Pseudoveronica";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Apiales";"Apiaceae";"Astrantia";"major";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Lamiales";"Scrophulariaceae";"Buddleja";"davidii";446;236
"Baldock2019_Edinburgh";1;"2";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Rosales";"Rosaceae";"Cotoneaster";"sp.";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Rosales";"Rosaceae";"Filipendula";"ulmaria";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Geraniales";"Geraniaceae";"Geranium";"sp._ornamental";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Brassicales";"Limnanthaceae";"Limnanthes";"douglasii";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Lamiales";"Lamiaceae";"Origanum";"vulgare";446;236
"Baldock2019_Edinburgh";1;"2";"Hymenoptera";"Apidae";"Bombus";"lucorum";"Rosales";"Rosaceae";"Spiraea";"sp.";446;236
"Baldock2019_Edinburgh";1;"3";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Asterales";"Asteraceae";"Centaurea";"montana";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Asterales";"Asteraceae";"Centaurea";"nigra";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Myrtales";"Onagraceae";"Chamerion";"angustifolium";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Rosales";"Rosaceae";"Cotoneaster";"sp.";446;236
"Baldock2019_Edinburgh";1;"3";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Plantaginaceae";"Digitalis";"purpurea";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Myrtales";"Onagraceae";"Fuchsia";"sp.";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Geraniales";"Geraniaceae";"Geranium";"endressii_and_hybrids";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Geraniales";"Geraniaceae";"Geranium";"pyrenaicum";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Ericales";"Balsaminaceae";"Impatiens";"glandulifera";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Lamiaceae";"Lamium";"album";446;236
"Baldock2019_Edinburgh";1;"6";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Lamiaceae";"Lavandula";"angustifolia_latifolia_and_hybrid";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Lamiaceae";"Lavandula";"stoechas";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Plantaginaceae";"Linaria";"purpurea";446;236
"Baldock2019_Edinburgh";1;"1";"Hymenoptera";"Apidae";"Bombus";"pascuorum";"Lamiales";"Lamiaceae";"Nepeta";"x_faassenii";446;236
